month,cluster_id,n_samples,n_benign,n_malicious,n_labeled,mal_ratio,age,birth_month,is_new,top_features
2017-07,23,6824,2240,83,2323,0.0357,17,1,False,api_permissions::android_permission_WAKE_LOCK(+0.165); interesting_calls::getPackageInfo(+0.164); api_permissions::android_permission_VIBRATE(+0.162); intents::android_intent_action_MAIN(+0.157); app_permissions::name='android_permission_INTERNET'(+0.157); intents::android_intent_category_LAUNCHER(+0.156); interesting_calls::Obfuscation(Base64)(+0.155); interesting_calls::getSystemService(+0.155); api_permissions::android_permission_INTERNET(+0.154); interesting_calls::Read/Write External Storage(+0.154)
2017-07,24,263,246,49,295,0.1661,16,1,False,interesting_calls::Obfuscation(Base64)(+0.152); api_permissions::android_permission_MANAGE_ACCOUNTS(+0.147); interesting_calls::getDeviceId(+0.146); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.144); api_permissions::android_permission_VIBRATE(+0.144); api_calls::org/apache/http/impl/client/DefaultHttpClient(+0.143); api_permissions::android_permission_RECORD_AUDIO(+0.142); api_permissions::android_permission_WAKE_LOCK(+0.141); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.141); api_calls::android/content/Context;->startActivity(+0.140)
2017-07,25,1170,480,139,619,0.2246,16,1,False,intents::android_intent_category_DEFAULT(+0.143); interesting_calls::getPackageInfo(+0.134); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.133); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.133); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.132); interesting_calls::Read/Write External Storage(+0.131); interesting_calls::printStackTrace(+0.129); api_permissions::android_permission_VIBRATE(+0.128); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.128); api_permissions::android_permission_READ_PHONE_STATE(+0.127)
2017-07,26,1477,564,44,608,0.0724,17,1,False,intents::android_intent_action_MAIN(+0.240); intents::android_intent_category_LAUNCHER(+0.239); interesting_calls::getSystemService(+0.238); api_permissions::android_permission_INTERNET(+0.236); interesting_calls::Read/Write External Storage(+0.230); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.216); app_permissions::name='android_permission_INTERNET'(+0.215); api_permissions::android_permission_WAKE_LOCK(+0.199); api_permissions::android_permission_VIBRATE(+0.198); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.196)
2017-07,27,200,128,9,137,0.0657,14,2,False,intents::android_intent_action_MAIN(+0.253); intents::android_intent_category_LAUNCHER(+0.252); interesting_calls::getSystemService(+0.237); api_permissions::android_permission_INTERNET(+0.232); app_permissions::name='android_permission_INTERNET'(+0.230); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.209); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.207); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.204); interesting_calls::Read/Write External Storage(+0.195); interesting_calls::printStackTrace(+0.193)
2017-07,28,1303,432,25,457,0.0547,15,2,False,api_permissions::android_permission_WAKE_LOCK(+0.273); intents::android_intent_action_MAIN(+0.258); intents::android_intent_category_LAUNCHER(+0.258); interesting_calls::getSystemService(+0.246); api_permissions::android_permission_INTERNET(+0.240); api_permissions::android_permission_RECORD_AUDIO(+0.237); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.220); interesting_calls::Read/Write External Storage(+0.219); api_calls::android/media/MediaPlayer;->start(+0.216); app_permissions::name='android_permission_INTERNET'(+0.206)
2017-07,29,214,87,7,94,0.0745,14,2,False,api_permissions::android_permission_VIBRATE(+0.147); api_permissions::android_permission_WAKE_LOCK(+0.095); interesting_calls::Obfuscation(Base64)(+0.094); interesting_calls::getPackageInfo(+0.093); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.092); urls::https://api_twitter_com/oauth/access_token(+0.090); urls::https://api_twitter_com/oauth/request_token(+0.090); api_permissions::android_permission_INTERNET(+0.090); intents::android_intent_action_MAIN(+0.090); app_permissions::name='android_permission_INTERNET'(+0.090)
2017-07,30,588,232,3,235,0.0128,16,2,False,interesting_calls::Obfuscation(Base64)(+0.162); urls::http://xmlpull_org/v1/doc/features_html(+0.151); interesting_calls::Read/Write External Storage(+0.151); app_permissions::name='android_permission_INTERNET'(+0.147); intents::android_intent_action_MAIN(+0.147); interesting_calls::getSystemService(+0.146); intents::android_intent_category_LAUNCHER(+0.146); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.145); api_permissions::android_permission_INTERNET(+0.145); urls::http://www_w3_org/XML/1998/namespace(+0.145)
2017-07,31,331,137,0,137,0.0,15,2,False,interesting_calls::Read/Write External Storage(+0.178); api_permissions::android_permission_READ_CONTACTS(+0.163); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.161); interesting_calls::Obfuscation(Base64)(+0.157); api_calls::android/app/NotificationManager;->notify(+0.149); interesting_calls::printStackTrace(+0.138); api_permissions::android_permission_INTERNET(+0.135); interesting_calls::getSystemService(+0.133); intents::android_intent_category_LAUNCHER(+0.132); intents::android_intent_action_MAIN(+0.132)
2017-07,32,289,120,3,123,0.0244,14,3,False,interesting_calls::Read/Write External Storage(+0.124); api_permissions::android_permission_WAKE_LOCK(+0.123); interesting_calls::getPackageInfo(+0.122); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.119); interesting_calls::getDeviceId(+0.118); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.117); api_permissions::android_permission_VIBRATE(+0.116); interesting_calls::getSystemService(+0.115); intents::android_intent_action_MAIN(+0.115); api_permissions::android_permission_INTERNET(+0.115)
2017-07,33,185,89,3,92,0.0326,13,3,False,api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.168); app_permissions::name='android_permission_INTERNET'(+0.166); interesting_calls::getPackageInfo(+0.165); intents::android_intent_action_MAIN(+0.164); intents::android_intent_category_LAUNCHER(+0.163); interesting_calls::Obfuscation(Base64)(+0.161); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.161); interesting_calls::printStackTrace(+0.160); interesting_calls::getSystemService(+0.160); api_permissions::android_permission_INTERNET(+0.159)
2017-07,34,561,188,5,193,0.0259,14,3,False,api_permissions::android_permission_CAMERA(+0.184); api_calls::android/hardware/Camera;->open(+0.184); intents::android_intent_action_MAIN(+0.178); intents::android_intent_category_LAUNCHER(+0.178); api_permissions::android_permission_VIBRATE(+0.177); app_permissions::name='android_permission_CAMERA'(+0.173); interesting_calls::getSystemService(+0.172); interesting_calls::printStackTrace(+0.171); api_permissions::android_permission_INTERNET(+0.169); interesting_calls::getPackageInfo(+0.167)
2017-07,35,105,40,10,50,0.2,13,3,False,urls::https://api_weibo_com/2/statuses/hot/repost_daily_json(+0.086); intents::android_intent_category_DEFAULT(+0.082); interesting_calls::getPackageInfo(+0.082); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.079); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.078); interesting_calls::getDeviceId(+0.077); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.077); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.075); api_permissions::android_permission_VIBRATE(+0.075); app_permissions::name='android_permission_INTERNET'(+0.075)
2017-07,36,252,111,1,112,0.0089,13,3,False,intents::android_intent_action_MAIN(+0.276); intents::android_intent_category_LAUNCHER(+0.275); api_permissions::android_permission_INTERNET(+0.264); interesting_calls::getSystemService(+0.263); app_permissions::name='android_permission_INTERNET'(+0.251); api_calls::android/app/NotificationManager;->notify(+0.250); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.232); api_permissions::android_permission_VIBRATE(+0.223); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.208); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.207)
2017-07,37,543,180,5,185,0.027,13,4,False,api_permissions::android_permission_WAKE_LOCK(+0.155); interesting_calls::getPackageInfo(+0.143); api_permissions::android_permission_VIBRATE(+0.139); interesting_calls::Obfuscation(Base64)(+0.138); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.134); intents::android_intent_action_MAIN(+0.134); app_permissions::name='android_permission_INTERNET'(+0.133); api_permissions::android_permission_INTERNET(+0.133); interesting_calls::getSystemService(+0.133); intents::android_intent_category_LAUNCHER(+0.133)
2017-07,38,280,85,16,101,0.1584,13,4,False,intents::android_intent_action_MAIN(+0.241); intents::android_intent_category_LAUNCHER(+0.240); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.229); interesting_calls::getSystemService(+0.228); api_permissions::android_permission_INTERNET(+0.221); app_permissions::name='android_permission_INTERNET'(+0.211); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.206); interesting_calls::Read/Write External Storage(+0.204); api_permissions::android_permission_WAKE_LOCK(+0.199); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.193)
2017-07,39,64,50,1,51,0.0196,10,4,False,intents::android_intent_action_MAIN(+0.143); intents::android_intent_category_LAUNCHER(+0.143); api_permissions::android_permission_INTERNET(+0.142); interesting_calls::getSystemService(+0.141); app_permissions::name='android_permission_INTERNET'(+0.138); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.137); interesting_calls::getPackageInfo(+0.131); interesting_calls::Obfuscation(Base64)(+0.130); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.128); interesting_calls::Read/Write External Storage(+0.127)
2017-07,40,272,79,3,82,0.0366,11,5,False,intents::android_intent_action_MAIN(+0.280); intents::android_intent_category_LAUNCHER(+0.279); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.277); interesting_calls::printStackTrace(+0.268); interesting_calls::getSystemService(+0.260); api_permissions::android_permission_INTERNET(+0.253); interesting_calls::Read/Write External Storage(+0.247); app_permissions::name='android_permission_INTERNET'(+0.243); api_permissions::android_permission_WAKE_LOCK(+0.211); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.202)
2017-07,41,930,296,1,297,0.0034,10,5,False,api_permissions::android_permission_VIBRATE(+0.196); intents::android_intent_action_MAIN(+0.195); intents::android_intent_category_LAUNCHER(+0.195); api_permissions::android_permission_WAKE_LOCK(+0.194); interesting_calls::getSystemService(+0.192); api_permissions::android_permission_INTERNET(+0.191); app_permissions::name='android_permission_INTERNET'(+0.187); interesting_calls::getPackageInfo(+0.183); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.180); interesting_calls::Obfuscation(Base64)(+0.176)
2017-07,42,251,29,55,84,0.6548,11,6,False,api_permissions::android_permission_WAKE_LOCK(+0.140); api_permissions::android_permission_VIBRATE(+0.120); interesting_calls::getPackageInfo(+0.119); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.115); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.113); api_calls::android/app/NotificationManager;->notify(+0.112); urls::http://www_w3_org/XML/1998/namespace(+0.112); interesting_calls::Read/Write External Storage(+0.111); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.108); urls::http://xml_org/sax/features/namespaces(+0.107)
2017-07,43,634,195,1,196,0.0051,11,6,False,api_calls::android/app/Activity;->startActivity(+0.325); intents::android_intent_action_MAIN(+0.288); intents::android_intent_category_LAUNCHER(+0.287); interesting_calls::printStackTrace(+0.269); api_permissions::android_permission_INTERNET(+0.264); interesting_calls::getSystemService(+0.263); app_permissions::name='android_permission_INTERNET'(+0.253); api_permissions::android_permission_READ_CONTACTS(+0.209); interesting_calls::Read/Write External Storage(+0.199); activities::_MainActivity(+0.199)
2017-07,44,3076,602,274,876,0.3128,11,7,False,api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.225); interesting_calls::getSystemService(+0.221); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.220); interesting_calls::getPackageInfo(+0.219); api_permissions::android_permission_INTERNET(+0.218); intents::android_intent_action_MAIN(+0.216); intents::android_intent_category_LAUNCHER(+0.215); app_permissions::name='android_permission_INTERNET'(+0.212); interesting_calls::Obfuscation(Base64)(+0.212); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.207)
2017-07,45,234,99,5,104,0.0481,9,7,False,api_permissions::android_permission_WAKE_LOCK(+0.253); intents::android_intent_action_MAIN(+0.239); interesting_calls::getSystemService(+0.238); intents::android_intent_category_LAUNCHER(+0.238); api_permissions::android_permission_INTERNET(+0.233); api_permissions::android_permission_VIBRATE(+0.225); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.223); interesting_calls::Read/Write External Storage(+0.211); app_permissions::name='android_permission_INTERNET'(+0.207); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.199)
2017-07,46,196,153,42,195,0.2154,8,9,False,app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.273); intents::android_intent_action_MAIN(+0.261); intents::android_intent_category_LAUNCHER(+0.260); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.253); app_permissions::name='android_permission_INTERNET'(+0.248); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.228); interesting_calls::getSystemService(+0.219); api_permissions::android_permission_INTERNET(+0.215); activities::_MainActivity(+0.213); interesting_calls::printStackTrace(+0.207)
2017-07,47,195,63,1,64,0.0156,7,10,False,interesting_calls::getDeviceId(+0.175); api_permissions::android_permission_VIBRATE(+0.175); api_permissions::android_permission_WAKE_LOCK(+0.167); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.166); interesting_calls::Read/Write External Storage(+0.165); interesting_calls::Obfuscation(Base64)(+0.162); interesting_calls::HttpPost(+0.161); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.161); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.159); api_permissions::android_permission_CAMERA(+0.157)
2017-07,48,58,18,0,18,0.0,6,12,False,intents::android_intent_action_MAIN(+0.302); intents::android_intent_category_LAUNCHER(+0.297); interesting_calls::getSystemService(+0.258); api_permissions::android_permission_INTERNET(+0.256); app_permissions::name='android_permission_INTERNET'(+0.248); api_calls::android/webkit/WebView(+0.228); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.221); interesting_calls::Read/Write External Storage(+0.217); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.190); activities::_MainActivity(+0.181)
2017-07,49,74,32,1,33,0.0303,5,13,False,intents::android_intent_action_MAIN(+0.292); intents::android_intent_category_LAUNCHER(+0.289); intents::android_intent_category_DEFAULT(+0.278); interesting_calls::getSystemService(+0.257); api_permissions::android_permission_INTERNET(+0.252); app_permissions::name='android_permission_INTERNET'(+0.251); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.234); intents::android_intent_action_VIEW(+0.213); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.195); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.194)
2017-07,50,40,35,2,37,0.0541,3,14,False,intents::android_intent_action_MAIN(+0.243); intents::android_intent_category_LAUNCHER(+0.234); interesting_calls::getSystemService(+0.224); api_permissions::android_permission_INTERNET(+0.220); api_permissions::android_permission_WAKE_LOCK(+0.215); app_permissions::name='android_permission_INTERNET'(+0.210); interesting_calls::Read/Write External Storage(+0.204); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.204); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.183); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.181)
2017-07,51,27,12,0,12,0.0,4,14,False,app_permissions::name='android_permission_READ_PHONE_STATE'(+0.320); intents::android_intent_action_MAIN(+0.295); intents::android_intent_category_LAUNCHER(+0.294); app_permissions::name='android_permission_INTERNET'(+0.278); interesting_calls::getSystemService(+0.251); api_permissions::android_permission_INTERNET(+0.249); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.234); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.201); api_permissions::android_permission_READ_PHONE_STATE(+0.197); interesting_calls::getPackageInfo(+0.194)
2017-07,52,36,22,1,23,0.0435,0,15,False,intents::android_intent_action_MAIN(+0.257); intents::android_intent_category_LAUNCHER(+0.241); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.239); api_permissions::android_permission_WAKE_LOCK(+0.224); interesting_calls::getSystemService(+0.222); api_permissions::android_permission_INTERNET(+0.215); interesting_calls::Read/Write External Storage(+0.210); app_permissions::name='android_permission_INTERNET'(+0.210); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.185); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.177)
2017-07,53,25,20,0,20,0.0,2,16,False,activities::com_ibuildapp_romanblack_TableReservationPlugin_TableReservatoinFacebookAuthorization(+0.183); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.163); api_permissions::android_permission_INTERNET(+0.156); api_permissions::android_permission_READ_CONTACTS(+0.155); interesting_calls::getSystemService(+0.155); intents::android_intent_category_LAUNCHER(+0.154); app_permissions::name='android_permission_INTERNET'(+0.153); interesting_calls::Obfuscation(Base64)(+0.152); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.148); interesting_calls::Read/Write External Storage(+0.145)
2017-07,54,35,25,3,28,0.1071,2,16,False,intents::android_intent_action_MAIN(+0.302); intents::android_intent_category_LAUNCHER(+0.301); interesting_calls::getSystemService(+0.266); api_permissions::android_permission_INTERNET(+0.258); api_permissions::android_permission_WAKE_LOCK(+0.251); activities::_MainActivity(+0.247); interesting_calls::Read/Write External Storage(+0.226); app_permissions::name='android_permission_INTERNET'(+0.226); api_calls::android/media/MediaPlayer;->start(+0.212); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.200)
2017-07,55,43,5,0,5,0.0,1,17,False,activities::_MainActivity(+0.346); intents::android_intent_action_MAIN(+0.308); intents::android_intent_category_LAUNCHER(+0.307); interesting_calls::getSystemService(+0.263); api_permissions::android_permission_INTERNET(+0.259); app_permissions::name='android_permission_INTERNET'(+0.242); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.201); interesting_calls::Read/Write External Storage(+0.183); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.174); interesting_calls::getPackageInfo(+0.165)
2017-07,56,36,31,5,36,0.1389,0,18,True,intents::android_intent_action_MAIN(+0.283); intents::android_intent_category_LAUNCHER(+0.282); interesting_calls::getSystemService(+0.252); api_permissions::android_permission_INTERNET(+0.248); app_permissions::name='android_permission_INTERNET'(+0.241); api_permissions::android_permission_READ_LOGS(+0.214); api_calls::java/lang/Runtime;->exec(+0.214); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.207); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.189); interesting_calls::getPackageInfo(+0.183)
2017-08,0,29356,10609,241,10850,0.0222,20,0,False,interesting_calls::Obfuscation(Base64)(+0.170); interesting_calls::getPackageInfo(+0.169); api_permissions::android_permission_VIBRATE(+0.162); api_permissions::android_permission_WAKE_LOCK(+0.160); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.159); interesting_calls::getSystemService(+0.154); api_permissions::android_permission_INTERNET(+0.154); intents::android_intent_action_MAIN(+0.152); app_permissions::name='android_permission_INTERNET'(+0.151); intents::android_intent_category_LAUNCHER(+0.151)
2017-08,1,5563,4332,110,4442,0.0248,19,0,False,intents::android_intent_action_MAIN(+0.194); intents::android_intent_category_LAUNCHER(+0.194); interesting_calls::getSystemService(+0.193); api_permissions::android_permission_INTERNET(+0.192); app_permissions::name='android_permission_INTERNET'(+0.190); api_permissions::android_permission_VIBRATE(+0.187); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.183); interesting_calls::getPackageInfo(+0.182); interesting_calls::Read/Write External Storage(+0.175); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.175)
2017-08,2,1916,1825,5,1830,0.0027,19,0,False,intents::android_intent_action_MAIN(+0.210); intents::android_intent_category_LAUNCHER(+0.210); app_permissions::name='android_permission_INTERNET'(+0.208); api_permissions::android_permission_INTERNET(+0.205); interesting_calls::getSystemService(+0.203); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.194); activities::com_google_ads_AdActivity(+0.192); api_calls::android/content/ContentResolver;->query(+0.191); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.191); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.190)
2017-08,3,8924,6412,425,6837,0.0622,20,0,False,urls::http://plus_google_com/(+0.164); urls::http://schemas_android_com/apk/lib/com_google_android_gms_plus(+0.159); interesting_calls::getSystemService(+0.158); api_permissions::android_permission_INTERNET(+0.158); intents::android_intent_action_MAIN(+0.158); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.158); intents::android_intent_category_LAUNCHER(+0.158); urls::https://www_googleapis_com/auth/games_firstparty(+0.157); urls::https://www_googleapis_com/auth/games(+0.157); urls::https://www_googleapis_com/auth/appstate(+0.157)
2017-08,4,3920,2304,5,2309,0.0022,19,0,False,api_permissions::android_permission_WAKE_LOCK(+0.273); interesting_calls::Read/Write External Storage(+0.265); api_calls::android/os/PowerManager$WakeLock;->acquire(+0.261); interesting_calls::getSystemService(+0.258); api_permissions::android_permission_INTERNET(+0.255); intents::android_intent_action_MAIN(+0.254); intents::android_intent_category_LAUNCHER(+0.253); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.243); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.242); api_calls::android/content/Context;->startActivity(+0.235)
2017-08,5,3176,2523,12,2535,0.0047,19,0,False,api_calls::android/app/Activity;->startActivity(+0.267); interesting_calls::printStackTrace(+0.253); intents::android_intent_action_MAIN(+0.248); intents::android_intent_category_LAUNCHER(+0.247); interesting_calls::Read/Write External Storage(+0.241); api_permissions::android_permission_INTERNET(+0.239); interesting_calls::getSystemService(+0.239); app_permissions::name='android_permission_INTERNET'(+0.225); api_permissions::android_permission_READ_CONTACTS(+0.216); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.212)
2017-08,6,6493,4421,641,5062,0.1266,20,0,False,intents::android_intent_action_MAIN(+0.232); intents::android_intent_category_LAUNCHER(+0.231); interesting_calls::getSystemService(+0.230); api_permissions::android_permission_INTERNET(+0.229); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.215); app_permissions::name='android_permission_INTERNET'(+0.214); interesting_calls::Read/Write External Storage(+0.212); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.193); api_permissions::android_permission_WAKE_LOCK(+0.186); interesting_calls::getPackageInfo(+0.184)
2017-08,7,9010,6702,264,6966,0.0379,20,0,False,api_permissions::android_permission_READ_CONTACTS(+0.148); urls::https://www_googletagmanager_com(+0.147); urls::http://hostname/?(+0.147); urls::http://www_google_com(+0.147); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.147); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.147); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.147); api_permissions::android_permission_VIBRATE(+0.147); urls::http://plus_google_com/(+0.147); interesting_calls::getSystemService(+0.146)
2017-08,8,5444,4299,91,4390,0.0207,20,0,False,intents::android_intent_action_MAIN(+0.243); intents::android_intent_category_LAUNCHER(+0.243); interesting_calls::getSystemService(+0.237); api_permissions::android_permission_INTERNET(+0.234); app_permissions::name='android_permission_INTERNET'(+0.224); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.215); interesting_calls::printStackTrace(+0.211); interesting_calls::Read/Write External Storage(+0.208); api_permissions::android_permission_WAKE_LOCK(+0.200); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.198)
2017-08,9,3502,3053,54,3107,0.0174,18,0,False,intents::android_intent_action_MAIN(+0.134); intents::android_intent_category_LAUNCHER(+0.132); interesting_calls::getSystemService(+0.132); api_permissions::android_permission_INTERNET(+0.132); app_permissions::name='android_permission_INTERNET'(+0.131); api_permissions::android_permission_READ_CONTACTS(+0.130); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.130); interesting_calls::getPackageInfo(+0.129); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.129); interesting_calls::Obfuscation(Base64)(+0.128)
2017-08,10,3348,2643,65,2708,0.024,18,0,False,intents::android_intent_action_MAIN(+0.348); intents::android_intent_category_LAUNCHER(+0.346); api_permissions::android_permission_INTERNET(+0.305); interesting_calls::getSystemService(+0.305); app_permissions::name='android_permission_INTERNET'(+0.304); api_calls::android/webkit/WebView(+0.236); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.228); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.225); activities::_MainActivity(+0.197); interesting_calls::getPackageInfo(+0.191)
2017-08,11,4724,3128,233,3361,0.0693,20,0,False,interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.210); interesting_calls::getPackageInfo(+0.209); app_permissions::name='android_permission_INTERNET'(+0.208); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.205); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.205); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.205); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.204); intents::android_intent_action_MAIN(+0.204); intents::android_intent_category_LAUNCHER(+0.204); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.202)
2017-08,12,3868,3346,19,3365,0.0056,20,0,False,api_calls::android/app/Activity;->startActivity(+0.278); api_calls::android/content/ContentResolver;->query(+0.278); intents::android_intent_action_MAIN(+0.272); interesting_calls::getSystemService(+0.271); intents::android_intent_category_LAUNCHER(+0.271); api_permissions::android_permission_READ_CONTACTS(+0.270); api_permissions::android_permission_INTERNET(+0.269); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.262); api_calls::java/net/Socket(+0.262); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.254)
2017-08,13,8410,3397,3348,6745,0.4964,19,0,False,app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.190); app_permissions::name='android_permission_READ_PHONE_STATE'(+0.187); intents::android_intent_action_MAIN(+0.183); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.183); intents::android_intent_category_LAUNCHER(+0.183); app_permissions::name='android_permission_INTERNET'(+0.182); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.180); interesting_calls::printStackTrace(+0.177); interesting_calls::getSystemService(+0.175); interesting_calls::getPackageInfo(+0.173)
2017-08,14,1385,1098,168,1266,0.1327,19,0,False,interesting_calls::Obfuscation(Base64)(+0.139); app_permissions::name='android_permission_INTERNET'(+0.138); api_permissions::android_permission_INTERNET(+0.136); intents::android_intent_action_MAIN(+0.136); interesting_calls::getDeviceId(+0.136); intents::android_intent_category_LAUNCHER(+0.136); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.136); interesting_calls::getSystemService(+0.136); interesting_calls::getPackageInfo(+0.136); api_permissions::android_permission_VIBRATE(+0.135)
2017-08,15,3797,3510,50,3560,0.014,20,0,False,api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.192); api_permissions::android_permission_READ_CONTACTS(+0.191); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.191); intents::android_intent_action_MAIN(+0.188); urls::http://www_gstatic_com/safa/sdk-core-v40_js\(+0.188); urls::http://media_admob_com/sdk-core-v40_js\(+0.188); intents::android_intent_category_LAUNCHER(+0.188); interesting_calls::getSystemService(+0.188); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.188); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.188)
